level,rep,comment
L2,71,"The portfolio was constructed using a long-only mean-variance objective with lambda = 0.5, maximizing expected return while penalizing covariance risk under the full-investment constraint. Because the investor is risk-averse, the solution tilts toward high-return stocks with comparatively favorable risk-adjusted profiles and includes lower-volatility diversifiers such as MRK, PG, and WMT. Weights are non-negative and sum exactly to 1."
L3,71,"The portfolio was constructed using constrained mean-variance optimization with lambda = 0.5, maximizing expected return minus a variance penalty subject to long-only weights summing to 1. Higher weights go to assets with strong expected returns and favorable diversification properties, while negative/weak-return or high-risk names are pushed to zero by the no-short-selling constraint. The result is a diversified allocation across technology, healthcare, consumer, financials, and defensives."
L0,72,"This portfolio emphasizes lower-volatility, defensive sectors such as healthcare, consumer staples, telecom, and diversified technology while limiting exposure to more cyclical names. Weights are long-only, fully invested, and spread across all 30 stocks to improve diversification. Higher allocations were given to historically resilient large-cap companies with strong cash flows and broad business stability."
L1,72,"This portfolio emphasizes higher-return stocks such as MSFT, AAPL, AMZN, V, and UNH, while giving substantial weight to lower-volatility defensive names like MRK, PG, WMT, JNJ, KO, and MCD. It avoids negative-expected-return stocks and limits exposure to highly volatile cyclical names such as BA, MMM, and DOW. The result is a long-only diversified allocation designed for a risk-averse investor balancing return and risk."
L2,72,"The portfolio was constructed using a long-only mean-variance objective with lambda = 0.5, maximizing expected return while penalizing covariance risk under the full-investment constraint. The solution concentrates in assets with the strongest return-to-risk tradeoff and diversification benefit, especially MSFT, AAPL, AMZN, MRK, and WMT."
L3,72,"The portfolio reflects a constrained mean-variance solution with lambda = 0.5, emphasizing higher expected return stocks while penalizing covariance risk and enforcing long-only full-investment constraints. Weights concentrate in attractive risk-adjusted names such as MSFT, AAPL, AMZN, MRK, WMT, CRM, UNH, V, and PG, while several lower-return or less efficient names are driven to zero by the non-negativity constraint. The result is a diversified long-only allocation across technology, healthcare, consumer, financials, and industrials."
L0,73,"The portfolio was constructed to emphasize lower-volatility, defensive sectors such as healthcare, consumer staples, telecom, and broad-based technology while limiting exposure to more cyclical names. It is fully long-only, diversified across all 30 stocks, and avoids concentration by capping individual positions at moderate weights."
L1,73,"This portfolio emphasizes higher-return stocks with relatively favorable risk-adjusted characteristics while giving larger weights to lower-volatility, defensive names such as JNJ, MRK, PG, WMT, MCD, and AMGN. It also includes selective exposure to growth leaders like MSFT, AAPL, AMZN, V, and UNH, while avoiding or minimizing negative-return and high-volatility stocks such as MMM, INTC, VZ, BA, and DIS. Diversification across technology, healthcare, consumer staples, financials, and industrials helps reduce overall portfolio risk through imperfect correlations."
L2,73,"This portfolio was constructed using a long-only mean-variance objective with lambda = 0.5, maximizing expected return while penalizing covariance risk under the full-investment constraint. The solution concentrates in stocks with stronger return-to-risk tradeoffs and diversification benefits, while assigning zero weight to less attractive or negatively expected-return names."
L3,73,"The portfolio was constructed using constrained mean-variance optimization with lambda = 0.5, emphasizing higher expected return stocks while penalizing covariance risk and enforcing long-only fully invested weights. Assets with weak expected returns or poor risk-adjusted contribution were driven to zero by the non-negativity constraint, while lower-volatility diversifiers and strong-return names received larger allocations. The result is a diversified portfolio balancing growth, defensives, healthcare, consumer, and financials."
L0,74,"This portfolio emphasizes defensive, high-quality companies in healthcare, consumer staples, telecom, and diversified technology while limiting exposure to more cyclical names. Weights are long-only, non-negative, and fully invested to sum to 1. The construction aims to reduce volatility through broad sector diversification and moderate position sizing."
L1,74,"This portfolio emphasizes stocks with relatively strong expected returns and/or lower standalone risk, while avoiding negative-return names and the most volatile cyclical stocks. It is diversified across technology, healthcare, consumer staples, financials, industrials, and energy to reduce concentration and correlation risk. The larger weights go to defensive, lower-covariance holdings such as MRK, JNJ, PG, WMT, and MCD, with moderate exposure to higher-return names like MSFT, AAPL, AMZN, UNH, and V."
L2,74,"The portfolio was constructed using a long-only mean-variance objective with lambda = 0.5, maximizing expected return while penalizing covariance risk under the full-investment constraint. Because the investor is risk-averse, the solution tilts toward high-return names with relatively favorable risk-adjusted profiles and includes defensive diversifiers such as MRK, PG, and WMT. Zero weights were assigned to assets with weaker expected returns or less attractive contribution to diversification."
